invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-33860600004,1/28/2021,4509,AJ'S LIQUOR II,2515 Chamberlain,Ames,50010,POINT (-93.650838 42.021461),85,STORY,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77
INV-35742400011,4/12/2021,6105,Brew Oil #42,210 W Main St,Sac City,50583,POINT (-94.986598 42.421866),81,SAC,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,96,360,19.2,5.07
INV-35355800039,3/26/2021,2553,Hy-Vee Food Store / Creston,600 Sheldon,Creston,50801,POINT (-94.372552 41.051462),88,UNION,1081400,American Schnapps,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.87,11.81,12,141.72,12,3.17
INV-34182600013,2/10/2021,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1011700,Corn Whiskies,549,"Green Frog Distillery, LLC",26815,Green Frog Distillery Caramel Flavored Corn Whiskey,6,750,17.5,26.25,6,157.5,4.5,1.18
INV-37977300027,7/1/2021,4373,Kum & Go #74 / West Des Moines,141 S Jordan Creek Pkwy,West Des Moines,50266,POINT (-93.809458 41.567246),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,4,30,1.5,0.39
INV-35160800004,3/19/2021,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315,POINT (-93.628783 41.526511),77,POLK,1082000,Imported Cordials & Liqueurs,35,BACARDI USA INC,47865,D'usse VSOP,6,750,32,48,6,288,4.5,1.18
INV-41289500010,10/22/2021,5005,Laurens Food Pride,410 W Main St,Laurens,50554,,76,POCAHONTAS,1011100,Blended Whiskies,434,LUXCO INC,24158,Hawkeye Blended Whiskey,6,1750,7.62,11.43,6,68.58,10.5,2.77
INV-39384300046,8/20/2021,5471,World Liquor & Tobacco + Vapors,1030 8th St,Boone,50036,POINT (-93.876918 42.063831),8,BOONE,1031100,American Vodkas,300,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,6,67.26,10.5,2.77
INV-40861000022,10/11/2021,4637,Kwik Shop #560 / Cedar Rapids,3301 J St,Cedar Rapids,52404,POINT (-91.666812 41.944676),57,LINN,1062200,White Rum,35,BACARDI USA INC,43124,Bacardi Superior,24,375,4.5,6.75,6,40.5,2.25,0.59
INV-34544800035,2/23/2021,5113,"Ray's Supermarket, Inc.",1975 Franklin St,Waterloo,50703,POINT (-92.315215 42.495394),7,BLACK HAWK,1031200,American Flavored Vodka,205,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,24,126,9,2.37
INV-40614400040,10/1/2021,5915,The Hut / Council Bluffs,1925 W Broadway,Council Bluffs,51501,POINT (-95.873073 41.261866),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,101046,Fireball Cinnamon Whiskey Party Cooler,6,50,8.6,12.9,6,77.4,0.3,0.07
INV-33023200118,12/26/2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1082000,Imported Cordials & Liqueurs,619,Campari America,64636,Campari Italian Aperitivo,12,750,16.5,24.75,6,148.5,4.5,1.18
INV-32393500085,12/2/2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52595,E & J VS PET,12,750,6.5,9.75,12,117,9,2.37
INV-35571600039,4/5/2021,5176,Smokin' Joe's #15 Tobacco and Liquor Outlet,455 Edgewood Rd NW,Cedar Rapids,52405,POINT (-91.715903 41.97805),57,LINN,1062500,Flavored Rum,35,BACARDI USA INC,43747,Bacardi Lime,12,750,8.25,12.38,1,12.38,0.75,0.19
INV-40155500006,9/16/2021,4668,Clear Lake Payless Foods,20 South 4th St,ClearLake,50428,POINT (-93.380368 43.135941),17,CERRO GORD,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-37431400019,6/11/2021,4299,Hometown Market / Central City,9 Waterhouse Ave,Central City,52214,POINT (-91.530478 42.199296),57,LINN,1011100,Blended Whiskies,125,CEDAR RIDGE VINEYARDS LL,27632,Cedar Ridge Shorts Whiskey,6,750,13.83,20.75,2,41.5,1.5,0.39
INV-40586200014,9/30/2021,4941,Kum & Go #170 / Urbandale,6990 Douglas Ave,Urbandale,50322,POINT (-93.711902 41.629415),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,100423,Fireball Cinnamon Whiskey 100ml Carrier,8,100,6,9,8,72,0.8,0.21
INV-37946400006,6/30/2021,4507,Casey's General Store #2902 / Spencer,411 W 18th,Spencer,51301,POINT (-95.150966 43.155628),21,CLAY,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35315,Barton Vodka PET,12,750,3.37,5.06,12,60.72,9,2.37
INV-39665400021,8/30/2021,4204,Fareway Stores #025 / Clinton,1350 11th St NW,Clinton,52733,POINT (-90.211315 41.860978),23,CLINTON,1051100,American Brandies,434,LUXCO INC,56206,Paramount Peach Brandy,12,750,5.5,8.25,3,24.75,2.25,0.59
INV-34346100028,2/16/2021,5151,Brew Ida Grove,"500, Hwy 175",Ida Grove,51445,,47,IDA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-37888000050,6/28/2021,5916,Another Round / DeWitt,622 S 6th Ave,DeWitt,52742,POINT (-90.539095 41.808535),23,CLINTON,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,16.49,24.74,12,296.88,9,2.37
INV-34038200003,2/4/2021,5282,Yesway Store # 10019/ Mason City,1224 Federal Ave N,Mason City,50401,POINT (-93.201061 43.163367),17,CERRO GORD,1031100,American Vodkas,434,LUXCO INC,36302,Hawkeye Vodka,48,200,1.15,1.73,96,166.08,19.2,5.07
INV-37967200004,6/30/2021,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1901200,Special Order Items,395,PROXIMO,903037,SOOH Agavero Liqueur,6,750,17.5,26.25,6,157.5,4.5,1.18
INV-35323700002,3/25/2021,5651,Super Quick Mart / Windsor Heights,7690 Hickman Rd,Windsor Heights,50324,POINT (-93.72238 41.614669),77,Polk,1032100,Imported Vodkas,35,BACARDI USA INC,34359,Grey Goose,12,200,4.67,7.01,12,84.12,2.4,0.63
INV-34746200031,3/4/2021,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1031100,American Vodkas,380,Phillips Beverage,37665,Row Vodka,6,1750,12.22,18.33,6,109.98,10.5,2.77
INV-35631100193,4/7/2021,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86843,Ole Smoky Salty Caramel Whiskey,6,750,10,15,12,180,9,2.37
INV-40145400004,9/16/2021,6194,Hy-Vee Dollar Fresh / Nevada,1622 Fawcett Parkway,Nevada,50201,POINT (-93.437898 42.012648),85,STORY,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17916,Elijah Craig,12,750,16,24,12,288,9,2.37
INV-33122100021,12/30/2020,4021,Wal-Mart 0985 / Fairfield,2701 W Burlington Ave,Fairfield,52556,POINT (-91.993721 41.006375),51,JEFFERSON,1012400,Irish Whiskies,370,PERNOD RICARD USA,15628,Jameson,6,1750,32.48,48.72,6,292.32,10.5,2.77
INV-42475700011,11/30/2021,6217,Todd's Shell / Rock Rapids,209 South Union Street,Rock Rapids,51246,POINT (-96.175502 43.430056),60,LYON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,144,194.4,14.4,3.8
INV-39729100017,9/1/2021,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,,77,Polk,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,15.33,23,60,1380,105,27.73
INV-34016900014,2/3/2021,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,6,116.64,10.5,2.77
INV-36058400009,4/23/2021,5384,Casey's General Store # 2698/ Perry,1308 1st Street,Perry,50220,POINT (-94.196008 41.595366),25,DALLAS,1071100,Cocktails /RTD,308,Mango Bottling,77545,Tooters Apple-Tini Mini,12,375,6,9,3,27,1.12,0.29
INV-42166900080,11/19/2021,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601,POINT (-91.136655 40.814666),29,DES MOINES,1051100,American Brandies,421,SAZERAC COMPANY  INC,56196,Paul Masson Peach Grande Amber Brandy,12,750,6.41,9.62,4,38.48,3,0.79
INV-36896700057,5/24/2021,5326,Als Liquor,215 W. Milwaukee Ave,Storm Lake,50588,POINT (-95.202405 42.647492),11,BUENA VIST,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64512,Ciroc Apple,12,750,16.49,24.74,1,24.74,0.75,0.19
INV-39648100004,8/30/2021,6081,Circle K / WDM,3501 EP True Parkway,West Des Moines,50265,POINT (-93.752572 41.570151),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.5,15.75,10,157.5,7.5,1.98
INV-40984100002,10/14/2021,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317,POINT (-93.54490600000001 41.629026),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43333,Captain Morgan Original Spiced PET,48,200,2.75,4.13,12,49.56,2.4,0.63
INV-39352800002,8/19/2021,4866,Tobacco Hut #18 / Council Bluffs,429 Veterans Memorial,Council Bluffs,51501,POINT (-95.851844 41.219624),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,24,154.8,1.2,0.31
INV-42326000035,11/24/2021,3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,1606 W Locust St,Davenport,52804,,82,SCOTT,1081200,Cream Liqueurs,300,McCormick Distilling Co.,65204,Tequila Rose Liqueur Mini,6,50,4.3,6.45,1,6.45,0.05,0.01
INV-36352700053,5/5/2021,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1081200,Cream Liqueurs,654,Revelton Distilling Company,86420,Revelton Whiskey and Cream Liqueur,6,750,12.5,18.75,6,112.5,4.5,1.18
INV-37289900017,6/8/2021,4260,Fareway Stores #699 / Osceola,215 S Main St,Osceola,50213,POINT (-93.765695 41.032474),20,CLARKE,1012100,Canadian Whiskies,322,Prestige Wine & Spirits Group / United States Distilled Products Co,15248,Windsor Canadian PET,6,1750,9.5,14.25,6,85.5,10.5,2.77
INV-37093600005,6/2/2021,3805,Washington Street Mini Mart,1601 Washington St,Davenport,52804,POINT (-90.596253 41.535982),82,SCOTT,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,240,324,24,6.34
INV-42310800060,11/23/2021,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14,CARROLL,1041100,American Dry Gins,434,LUXCO INC,31658,Paramount Gin,6,1750,7.11,10.67,6,64.02,10.5,2.77
INV-35389400026,3/29/2021,2662,Hy-Vee Wine & Spirits / Muscatine,"522 Mulberry, Suite A",Muscatine,52761,POINT (-91.04437 41.426615),70,MUSCATINE,1062500,Flavored Rum,65,Jim Beam Brands,44350,Calico Jack Cherry,12,750,6.29,9.44,24,226.56,18,4.75
INV-37000500107,5/27/2021,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4356,Balvenie 12YR Doublewood,12,750,35,52.5,3,157.5,2.25,0.59
INV-34795500039,3/5/2021,2518,Hy-Vee Wine and Spirits / Red Oak,1607 North Broadway,Red Oak,51566,POINT (-95.83539 41.279189),69,MONTGOMERY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,15.33,23,6,138,10.5,2.77
INV-36379000016,5/5/2021,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1011100,Blended Whiskies,434,LUXCO INC,24157,Hawkeye Blended Whiskey,12,1000,4.39,6.59,2,13.18,2,0.52
INV-37922300025,6/29/2021,2595,Hy-Vee Wine and Spirits / Denison,"1620  4th Ave, South",Denison,51442,POINT (-95.348601 42.012395),24,CRAWFORD,1012300,Single Malt Scotch,420,MOET HENNESSY USA,4096,Ardbeg 10YR Islay,6,750,29.99,44.99,1,44.99,0.75,0.19
INV-36368600007,5/5/2021,5164,Bucky's Express #22 / Council Bluffs,3434 Nebraska Ave,Council Bluffs,51501,POINT (-95.900444 41.244643),78,POTTAWATTA,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,12,280.32,9,2.37
INV-36298200016,5/3/2021,4162,Fareway Stores #963 / Cedar Rapids,4220  16th Ave SW,Cedar Rapids,52404,POINT (-91.726726 41.963791),57,LINN,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5842,Glenlivet 14YR,6,750,27.48,41.22,1,41.22,0.75,0.19
INV-39048000003,8/9/2021,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,POINT (-93.103764 42.360631),42,HARDIN,1012100,Canadian Whiskies,259,Heaven Hill Brands,10548,Black Velvet Toasted Caramel,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-36093800059,4/23/2021,3818,Round Window Liquor,703 W Pleasant St,Knoxville,50138,POINT (-93.10564100000002 41.320746),63,MARION,1081200,Cream Liqueurs,205,E & J Gallo Winery,73053,RumChata,6,1000,17,25.5,2,51,2,0.52
INV-33429700016,1/13/2021,5448,Fareway Stores #177/ Fort Madison,1820 Avenue H,Fort Madison,52627,POINT (-91.33056 40.630216),56,LEE,1031100,American Vodkas,297,Laird & Company,35916,Five O'Clock Vodka,12,750,3.37,5.06,12,60.72,9,2.37
INV-38000000001,7/2/2021,5802,Casey's General Store #3718 / Pleasant Hill,1175 NE 75th St,Pleasant Hill,50327,POINT (-93.455007 41.599812),77,Polk,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,65013,Fireball Cinnamon Whiskey Mini Sleeve,12,50,4.3,6.45,12,77.4,0.6,0.15
INV-35282600047,3/24/2021,3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,1606 W Locust St,Davenport,52804,POINT (-90.599037 41.538254),82,SCOTT,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27920,Bird Dog Strawberry,6,750,10,15,1,15,0.75,0.19
INV-34095000034,2/8/2021,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57174,Chi-Chi's Skinny Margarita,6,1750,5.5,8.25,6,58.5,10.5,2.77
INV-40500000012,9/29/2021,5447,New Star / Raymond,101 Comerical Street,Raymond,50667,,7,BLACK HAWK,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12,3.17
INV-34686500026,3/2/2021,5107,KUM & GO #206 / Clive,7229 University Ave,Windsor Heights,50311,,77,Polk,1062400,Spiced Rum,260,DIAGEO AMERICAS,43331,Captain Morgan Original Spiced Mini,12,50,4.8,7.2,2,14.4,0.1,0.02
INV-40012500043,9/13/2021,3732,North Scott Foods,425 E Leclaire Rd,Eldridge,52748,POINT (-90.577311 41.654695000000004),82,SCOTT,1031100,American Vodkas,421,SAZERAC COMPANY  INC,37418,Popov 80prf,6,1750,8.5,12.75,6,76.5,10.5,2.77
INV-41278000019,10/22/2021,4626,Kwik Shop #527 / Council Bluffs,"3632, Avenue G",Council Bluffs,51501,POINT (-95.90597 41.26363),78,POTTAWATTA,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,3,23.55,2.25,0.59
INV-41783800011,11/9/2021,3888,Wal-Mart 0647 / Grinnell,415 Industrial Ave,Grinnell,50112,POINT (-92.730259 41.720919),79,POWESHIEK,1091200,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear 151,12,750,9,13.5,12,162,9,2.37
INV-37918100025,6/29/2021,5823,Casey's General Store #2431 / Sioux Center,8 7th St NE,Sioux Center,51250,POINT (-96.175411 43.084309000000005),84,SIOUX,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75208,Kinky Pink Mini,6,50,4.84,7.26,6,43.56,0.3,0.07
INV-35684600029,4/9/2021,3632,Wal-Mart 2004 / Dubuque,4200 Dodge St,Dubuque,52003,POINT (-90.736955 42.489041),31,DUBUQUE,1012400,Irish Whiskies,370,PERNOD RICARD USA,15628,Jameson,6,1750,32.48,48.72,6,292.32,10.5,2.77
INV-40190500012,9/17/2021,5204,Quik Stop  /  Burlington,1812 Osborn St,Burlington,52601,POINT (-91.112658 40.826163),29,DES MOINES,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,12,129.6,21,5.54
INV-36249500029,4/30/2021,5361,Liquorland,624 Angular St.,Burlington,52601,POINT (-91.107638 40.802397),29,DES MOINES,1031100,American Vodkas,297,Laird & Company,35914,Five O'Clock Vodka,24,375,1.93,2.9,24,69.6,9,2.37
INV-40672300022,10/5/2021,5106,Randy's Neighborhood Market,622 10th  St,DeWitt,52742,POINT (-90.540132 41.825139),23,CLINTON,1081300,American Cordials & Liqueur,259,Heaven Hill Brands,72722,Christian Bros Honey,12,750,6,9,12,108,9,2.37
INV-32570100025,12/9/2020,2596,Hy-Vee Ottumwa#2,2453 North Court,Ottumwa,52501,,90,WAPELLO,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21,5.54
INV-32441400007,12/4/2020,4334,Fareway Stores #114 / Dubuque,2050 John F Kennedy Rd,Dubuque,52001,,31,DUBUQUE,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57148,Chi-Chi's Margarita,6,1750,5.75,8.63,6,51.78,10.5,2.77
INV-33318900010,1/8/2021,4267,Main Street Market Of Anita,735 Main St,Anita,50020,POINT (-94.765365 41.444887),15,CASS,1062200,White Rum,35,BACARDI USA INC,43127,Bacardi Superior,12,1000,9.5,14.25,1,14.25,1,0.26
INV-40951200007,10/13/2021,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced,12,750,6,9,12,108,9,2.37
INV-39228400004,8/16/2021,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14th St,Des Moines,50315,,77,POLK,1081200,Cream Liqueurs,421,SAZERAC COMPANY  INC,80023,Buffalo Trace Bourbon Cream,12,750,10.4,15.6,1,15.6,0.75,0.19
INV-38565800021,7/21/2021,6161,Bucky's Express #22 / Council Bluffs,3434 Nebraska Ave,Council Bluffs,51501,POINT (-95.900444 41.244643),78,POTTAWATTA,1031100,American Vodkas,421,SAZERAC COMPANY  INC,35314,Barton Vodka,24,375,1.71,2.57,8,20.56,3,0.79
INV-39192400008,8/13/2021,2658,Hy-Vee Food Store / Mount Ayr,201 N Fillmore St,Mount Ayr,50854,POINT (-94.238795 40.715937),80,RINGGOLD,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36875,Blue Ox Vodka,6,1750,7.22,10.83,6,64.98,10.5,2.77
INV-35017500120,3/15/2021,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1011100,Blended Whiskies,125,CEDAR RIDGE VINEYARDS LL,26710,Slipknot Iowa Whiskey No. 9,6,750,19.5,29.25,6,175.5,4.5,1.18
INV-39390100044,8/20/2021,2607,Hy-Vee Wine and Spirits / Shenandoah,520 So Fremont,Shenandoah,51601,POINT (-95.385111 40.761736),73,PAGE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,1,13.5,0.75,0.19
INV-37955300014,6/30/2021,5287,Yesway Store # 1029/ Clarion,300 Central Ave W,Clarion,50525,POINT (-93.73592500000001 42.731643),99,WRIGHT,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-39563400072,8/26/2021,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8,24,192,9,2.37
INV-35860200048,4/16/2021,4368,Kum & Go #570 / Johnston,5800 Northglen Dr,Johnston,50131,POINT (-93.698308 41.682764),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,26370,Jim Beam Orange,12,750,10.5,15.75,6,94.5,4.5,1.18
INV-33067100014,12/29/2020,4321,Fareway Stores #501 / Charles City,210  11th St,Charles City,50616,POINT (-92.674449 43.052712),34,FLOYD,1051100,American Brandies,434,LUXCO INC,55086,Paramount Blackberry Brandy,12,750,5.5,8.25,5,41.25,3.75,0.99
INV-37032500006,5/28/2021,3830,Wal-Mart 1435 / Creston,806 Laurel St,Creston,50801,POINT (-94.372786 41.047714),88,UNION,1041100,American Dry Gins,370,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.99,10.49,12,125.88,9,2.37
INV-37194800007,6/4/2021,2515,Hy-Vee Food Store #1 / Mason City,2400 4th St SW,Mason City,50401,POINT (-93.235588 43.148451),17,CERRO GORD,1022100,Mixto Tequila,395,PROXIMO,89191,Jose Cuervo Especial Reposado Mini,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-33982800012,2/2/2021,5918,The Snack Shack #2 / Waterloo,189 W 11th St,Waterloo,50702,POINT (-92.33218000000001 42.490354),7,BLACK HAWK,1031100,American Vodkas,300,McCormick Distilling Co.,36901,McCormick 80prf Vodka Mini,6,50,4.7,7.05,1,7.05,0.05,0.01
INV-37284200017,6/8/2021,5735,Super Saver Liquor -Muscatine,1510 A Isett Avenue,Muscatine,52761,POINT (-91.042755 41.440327),70,MUSCATINE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,50,5.16,7.74,10,77.4,0.5,0.13
INV-35902400014,4/16/2021,6095,Liquor Tobacco Outlet / Fort Dodge,902 1st Ave N,Fort Dodge,50501,POINT (-94.186138 42.506332),94,WEBSTER,1031100,American Vodkas,301,FIFTH GENERATION INC,38174,Titos Handmade Vodka,12,375,5.42,8.13,12,97.56,4.5,1.18
INV-36135600028,4/27/2021,5909,EZ Stop 1 / Dubuque,1101 Rhomberg Ave,Dubuque,52001,POINT (-90.660269 42.519502),31,DUBUQUE,1081200,Cream Liqueurs,363,Paterno Imports LTD / Terlato Wines International,67866,Amarula Cream Liqueur,12,750,11.09,16.64,2,33.28,1.5,0.39
INV-35523900087,4/2/2021,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801,POINT (-94.237509 40.715722),88,UNION,1032200,Imported Flavored Vodka,65,Jim Beam Brands,35626,Pinnacle Whipped,12,750,6.5,9.75,5,48.75,3.75,0.99
INV-36278600058,5/3/2021,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1012100,Canadian Whiskies,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,8,12,12,144,9,2.37
INV-37177600039,6/4/2021,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced,12,750,6,9,1,9,0.75,0.19
INV-32705900010,12/14/2020,3563,Wal-Mart 0559 / Muscatine,3003 North Hwy 61,Muscatine,52761,POINT (-91.025913 41.45529),70,MUSCATINE,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,6,9,12,108,9,2.37
INV-37305100009,6/8/2021,6008,Target Store T-3374 / Iowa City,113 E Washington St,Iowa City,52240,POINT (-91.533956 41.660078),52,JOHNSON,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9,2.37
INV-37257400011,6/7/2021,4652,Brady Mart Food & Liquor,"3107, Brady St",Davenport,52803,POINT (-90.569719 41.55216),82,SCOTT,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-39562300066,8/26/2021,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1011400,Tennessee Whiskies,346,OLE SMOKY DISTILLERY LLC,86542,Ole Smoky Mango Habanero Whiskey Mini,4,50,17.5,26.25,4,105,0.2,0.05
INV-41657100006,11/4/2021,6220,Prime Wine and Spirits / Mason City,1104 North Federal Avenue,Mason City,50401,POINT (-93.201036 43.162193),17,CERRO GORD,1032100,Imported Vodkas,421,SAZERAC COMPANY  INC,34366,Fris Danish Vodka,12,750,4.99,7.49,24,179.76,18,4.75
