invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-37314400065,6/8/2021,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831721 43.186038),71,OBRIEN,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee,12,750,12.99,19.49,12,233.88,9,2.37
INV-41811900165,11/9/2021,6221,Hy-Vee Dollar Fresh / Orange City,1301 8th Street Southeast,Orange City,51041,POINT (-96.041515 42.997499),84,SIOUX,1041100,American Dry Gins,205,E & J Gallo Winery,31473,New Amsterdam Gin,6,1750,15,22.5,6,135,10.5,2.77
INV-39516200021,8/24/2021,5054,Cork 'N Bottle / Manchester,900 E Main St,Manchester,52087,POINT (-91.445038 42.484073),28,Delaware,1031100,American Vodkas,380,Phillips Beverage,37348,Phillips Vodka,6,1750,7.6,11.4,6,68.4,10.5,2.77
INV-32466600015,12/7/2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17916,Elijah Craig,12,750,15,22.5,12,270,9,2.37
INV-35542500105,4/2/2021,2644,Hy-Vee Fort Dodge Wine and Spirits,1511 2nd Ave North,Fort Dodge,50501,POINT (-94.177165 42.508344),94,WEBSTER,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,6.63,9.95,36,358.2,36,9.51
INV-39086000010,8/10/2021,3820,"Charlie's Wine and Spirits,",507 W 19th St,Sioux City,51103,POINT (-96.420193 42.510535),97,WOODBURY,1011100,Blended Whiskies,370,PERNOD RICARD USA,25990,TX Blended Whiskey,6,750,16.49,24.74,1,24.74,0.75,0.19
INV-32434900006,12/4/2020,5968,Casey's General Store #1496 / Red Oak,201 N. Broadway St,Red Oak,51566,POINT (-95.23275 41.006837),69,MONTGOMERY,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,6,140.16,4.5,1.18
INV-37951100140,6/30/2021,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240,POINT (-91.518868 41.676095),52,JOHNSON,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,984400,SOOH 99 Mangoes Mini,10,50,5,7.5,20,180,1,0.26
INV-42063700009,11/16/2021,5447,New Star / Raymond,101 Comerical Street,Raymond,50667,,7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12,3.17
INV-37032000043,5/28/2021,2656,Hy-Vee Food Store / Corning,300  10th St,Corning,50841,POINT (-94.731809 40.991861),2,ADAMS,1081200,Cream Liqueurs,205,E & J Gallo Winery,73055,RumChata,12,750,13.5,20.25,3,60.75,2.25,0.59
INV-35581600076,4/6/2021,2535,Hy-Vee Food Store #1 / WDM,1700 Valley West Dr,West Des Moines,50265,,77,POLK,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka Mini,12,50,4.13,6.2,5,31,0.25,0.06
INV-32867600021,12/21/2020,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75210,Kinky Pink,6,750,10,15,4,60,3,0.79
INV-34604900007,2/26/2021,5384,Casey's General Store # 2698/ Perry,1308 1st Street,Perry,50220,POINT (-94.196008 41.595366),25,DALLAS,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-36555100047,5/12/2021,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced,6,1750,11.55,17.33,12,207.96,21,5.54
INV-35510100033,4/2/2021,4209,Wal-Mart 5748 / Grimes,2150 East 1st St,Grimes,50111,POINT (-93.771698 41.688332),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58886,Jose Cuervo Authentic Light White Peach Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-42191600070,11/19/2021,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,,77,POLK,1022100,Mixto Tequila,395,PROXIMO,87403,Jose Cuervo Especial Silver,24,375,6,9,6,54,2.25,0.59
INV-34067300019,2/5/2021,5671,Russ's Market #30,900 S Locust,Glenwood,51534,POINT (-95.745944 41.038205),65,MILLS,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
INV-36037400164,4/22/2021,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1071100,Cocktails /RTD,260,DIAGEO AMERICAS,58801,Captain Morgan Long Island Iced Tea,6,1750,11,16.5,1,16.5,1.75,0.46
INV-42159600023,11/19/2021,4661,Quik Trip #531 / Grimes,"1900, SE 37th St",Grimes,50111,POINT (-93.773467 41.658525),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,3,8.1,1.12,0.29
INV-42025700006,11/16/2021,5255,Whole Foods Market,4100 University Ave,West Des Moines,50266,POINT (-93.758758 41.599747),77,POLK,1011200,Straight Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18352,Four Roses Bourbon,12,750,12.5,18.75,12,225,9,2.37
INV-39484900068,8/24/2021,2544,Hy-Vee Food Store / Marshalltown,802 South Center,Marshalltown,50158,POINT (-92.912817 42.039205),64,MARSHALL,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,11348,Seagrams VO Canadian Whiskey PET,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-35345100001,3/26/2021,4897,Gasland #102 / Burlington,1703 Mt Pleasant St,Burlington,52601,POINT (-91.121931 40.819885),29,DES MOINES,1012400,Irish Whiskies,370,PERNOD RICARD USA,15621,Jameson Mini,12,50,9.9,14.85,1,14.85,0.05,0.01
INV-35913300008,4/19/2021,4887,Kum & Go #66 / West Des Moines,5308 University Ave,West Des Moines,50266,POINT (-93.778685 41.60046),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,5.5,8.25,1,8.25,0.37,0.09
INV-40742300055,10/6/2021,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,,74,PALO ALTO,1062500,Flavored Rum,35,BACARDI USA INC,43138,Bacardi Limon,6,1750,15,22.5,1,22.5,1.75,0.46
INV-36470500074,5/10/2021,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1041100,American Dry Gins,205,E & J Gallo Winery,31475,New Amsterdam Gin,12,750,8,12,12,144,9,2.37
INV-39390900013,8/20/2021,5971,Pony Creek Liquor / Glenwood,411 S Locust St,Glenwood,51534,POINT (-95.744542 41.042019),65,MILLS,1071100,Cocktails /RTD,65,Jim Beam Brands,63344,On the Rocks Cocktails Larios Aviation,12,375,6,9,3,27,1.12,0.29
INV-39464400009,8/24/2021,5815,Super Stop IV - Dubuque,535 Hill Street Suite A,Dubuque,52001,POINT (-90.673985 42.496794),31,DUBUQUE,1031100,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka PET,12,750,3.34,5.01,12,60.12,9,2.37
INV-40557000013,9/30/2021,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1022200,100% Agave Tequila,65,Jim Beam Brands,89837,Hornitos Gold,12,1000,15,22.5,12,270,12,3.17
INV-39620800010,8/27/2021,6159,Bucky's Express #34 / Council Bluffs,3501 W Broadway,Council Bluffs,51501,POINT (-95.902733 41.26191600000001),78,POTTAWATTA,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,24,180,9,2.37
INV-35436400061,3/30/2021,5351,Downtown Liquor,1203 5th St.,Sioux City,51101,POINT (-96.394671 42.495324),97,WOODBURY,1081000,American Cordials & Liqueurs,421,SAZERAC COMPANY  INC,969618,SOOH Dr McGillicuddys Butterscotch,12,750,8.66,12.99,24,311.76,18,4.75
INV-42028600169,11/16/2021,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86886,Southern Comfort,12,750,10.33,15.5,12,186,9,2.37
INV-39859900016,9/7/2021,5091,Kum & Go #1436 / Muscatine,416 Cedar St,Muscatine,52671,POINT (-91.392568 40.92129),70,MUSCATINE,1031100,American Vodkas,205,E & J Gallo Winery,36968,New Amsterdam 80prf,24,375,3.5,5.25,2,10.5,0.75,0.19
INV-37302400011,6/8/2021,5870,Keystone Liquor,517 2nd St,Coralville,52241,POINT (-91.574095 41.671543),52,JOHNSON,1071100,Cocktails /RTD,395,PROXIMO,59154,1800 Ultimate Margarita,6,1750,10.04,15.06,6,90.36,10.5,2.77
INV-41960600042,11/12/2021,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1081400,American Schnapps,421,SAZERAC COMPANY  INC,84171,99 Bananas,48,100,0.89,1.34,48,64.32,4.8,1.26
INV-34534400025,2/23/2021,2667,Hy-Vee Mainstreet / Sioux City,2611 Pierce St,Sioux City,51104,POINT (-96.405172 42.517657),97,WOODBURY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9,2.37
INV-33578200001,1/19/2021,2573,Hy-Vee Food Store / Muscatine,2400 2nd Ave,Muscatine,52761,POINT (-91.035138 41.451349),70,MUSCATINE,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,18,27,24,648,42,11.09
INV-35000600015,3/12/2021,3465,Hometown Foods / Panora,601 E Main,Panora,50216,POINT (-94.357201 41.69182),39,GUTHRIE,1012200,Scotch Whiskies,460,Shaw-Ross International,9278,Old Smuggler Scotch PET,6,1750,12,18,6,108,10.5,2.77
INV-40108400040,9/15/2021,3880,Target Store T-2454 / Council Bluffs,3804 Metro Dr,Council Bluffs,51503,POINT (-95.837595 41.220979),78,POTTAWATTA,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-40593200027,10/1/2021,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801,,88,UNION,1081400,American Schnapps,434,LUXCO INC,81207,Paramount Peppermint Schnapps,12,1000,4.28,6.42,2,12.84,2,0.52
INV-38645800002,7/26/2021,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1062200,White Rum,266,Edrington Group USA LLC,942453,Brugal Especial Extra Dry,12,750,10.02,15.03,12,180.36,9,2.37
INV-32993400043,12/24/2020,3540,Super Target T-0533 / Davenport,5225 Elmore Ave,Davenport,52807,POINT (-90.528585 41.573196),82,SCOTT,1011600,Straight Rye Whiskies,255,Infinium Spirits,27125,Templeton 6YR Rye,6,750,22.75,34.13,6,204.78,4.5,1.18
INV-36183200113,4/28/2021,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,,77,Polk,1062300,Aged Dark Rum,619,Campari America,43801,Appleton 8YR Reserve,6,750,13.5,20.25,3,60.75,2.25,0.59
INV-38928500023,8/4/2021,5146,Fareway Stores #153  /  W Des Moines,329 Grand Ave,West Des Moines,50265,POINT (-93.70689 41.58269000000001),77,POLK,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36900,Barton Naturals,6,1750,6.92,10.38,120,1245.6,210,55.47
INV-35749800018,4/12/2021,5417,Casey's General Store # 2792/Cedar Rapids,9001 6th Street SW,Cedar Rapids,52404,POINT (-91.675979 41.88924),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,1,38.7,0.05,0.01
INV-40502200009,9/29/2021,5669,Guddi Mart / Waterloo,306 Byron Ave,Waterloo,50702,POINT (-92.353141 42.480288),7,BLACK HAWK,1041100,American Dry Gins,370,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.99,10.49,4,41.96,3,0.79
INV-32405500012,12/3/2020,2675,Hy-Vee #2 / Coralville,3285 Crosspark Rd,Coralville,52241,POINT (-91.60627100000002 41.721438),52,JOHNSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,60,1403.4,45,11.88
INV-37116800057,6/2/2021,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34458,Ketel One,6,1750,20.66,30.99,6,185.94,10.5,2.77
INV-34429300012,2/18/2021,3644,Wal-Mart 2764 / Altoona,3501  8th St SW,Altoona,50009,POINT (-93.505276 41.644195),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-36316800125,5/4/2021,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,POLK,1062200,White Rum,35,BACARDI USA INC,43121,Bacardi Superior Mini,12,50,5.54,8.31,2,16.62,0.1,0.02
INV-41300400002,10/25/2021,6182,BP to Go - 250 / Cedar Rapids,250 16th Avenue,Cedar Rapids,52404,POINT (-91.667665 41.961645),57,LINN,1051100,American Brandies,421,SAZERAC COMPANY  INC,53214,Paul Masson Grande Amber Brandy VS,24,375,3.22,4.83,24,115.92,9,2.37
INV-38586600036,7/22/2021,4004,Wal-Mart 4256 / Ames,534 S Duff Ave,Ames,50010,POINT (-93.610343 42.017115),85,STORY,1071100,Cocktails /RTD,395,PROXIMO,58873,Jose Cuervo Authentic Watermelon Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-40726000128,10/6/2021,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,,85,STORY,1022200,100% Agave Tequila,192,"Mast-Jagermeister US, Inc",88369,Teremana Reposado Tequila,12,375,9.03,13.55,12,162.6,4.5,1.18
INV-39052500025,8/9/2021,5116,New Star Mart  /  Newton,"702, 1st Ave E",Newton,50702,POINT (-93.04551500000001 41.69943),94,Webster,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49185,Remy Martin VSOP Flask,12,375,12.52,18.78,12,225.36,4.5,1.18
INV-33734100098,1/25/2021,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1032200,Imported Flavored Vodka,395,PROXIMO,35964,Three Olives Loopy,12,750,9.96,14.94,4,59.76,3,0.79
INV-33582300043,1/19/2021,3717,The Liquor Stop / Sumner,201 W 1st St,Sumner,50674,POINT (-92.09922100000001 42.847479),9,BREMER,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.99,16.49,3,49.47,3,0.79
INV-40677300003,10/5/2021,5482,Iowa Mini Mart,234 W 3rd St,Davenport,52801,POINT (-90.576054 41.522413),82,SCOTT,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,72,194.4,27,7.13
INV-38647300036,7/26/2021,2568,Hy-Vee Food Store #4 / Cedar Rapids,1556 First Avenue NE,Cedar Rapids,52402,POINT (-91.650755 41.988967),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,12,45,2.4,0.63
INV-40309600095,9/22/2021,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,,85,STORY,1022100,Mixto Tequila,65,Jim Beam Brands,88556,Sauza Blanco Silver,12,750,10.5,15.75,3,47.25,2.25,0.59
INV-35061800011,3/16/2021,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677,POINT (-92.475403 42.712263),9,BREMER,1062500,Flavored Rum,35,BACARDI USA INC,43138,Bacardi Limon,6,1750,15,22.5,60,1350,105,27.73
INV-33838900032,1/27/2021,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1082000,Imported Cordials & Liqueurs,619,Campari America,64636,Campari Italian Aperitivo,12,750,16.5,24.75,1,24.75,0.75,0.19
INV-32559900028,12/9/2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-40696600018,10/5/2021,6223,Prime Mart / Waterloo,508 Broadway Street,Waterloo,50703,POINT (-92.345104 42.510573),7,BLACK HAWK,1031100,American Vodkas,301,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,3.49,5.24,24,125.76,4.8,1.26
INV-35501800020,4/1/2021,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1062200,White Rum,626,JDSO INC / Red Boot Distillery,72504,Blue Ox Silver Rum,12,1000,4.46,6.69,12,80.28,12,3.17
INV-42058700013,11/16/2021,4728,Walgreens #05077 / Iowa City,2214 Muscatine Ave,Iowa City,52240,POINT (-91.502717 41.64953800000001),52,JOHNSON,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced,6,1750,11.55,17.33,3,51.99,5.25,1.38
INV-34221200008,2/11/2021,4491,Casey's General Store #2772 / Cedar Rapids,3349 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.619027 41.976807),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9,2.37
INV-32797100167,12/16/2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,,85,STORY,1081200,Cream Liqueurs,300,McCormick Distilling Co.,68611,McCormick Irish Cream,12,750,6.66,9.99,3,29.97,2.25,0.59
INV-34465400012,2/19/2021,5991,Casey's General Store #1827 / Knoxville,1007 N. Lincoln,Knoxville,50138,,63,MARION,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36875,Blue Ox Vodka,6,1750,7.1,10.65,6,63.9,10.5,2.77
INV-36934400004,5/25/2021,5745,Casey's General Store #3292,1906 3rd Ave Se,Independence,50644,POINT (-91.890216 42.451427),10,BUCHANAN,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-39683400010,8/31/2021,4882,Casey's General Store #3026 / St Charles,209 E Main St,St Charles,50240,POINT (-93.803774 41.288487),61,Madison,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25606,Seagrams 7 Crown,12,750,7.5,11.25,2,22.5,1.5,0.39
INV-38704400035,7/27/2021,4000,Foodland Super Markets / Woodbine,62 5th St,Woodbine,51579,POINT (-95.702814 41.737038),43,HARRISON,1051100,American Brandies,421,SAZERAC COMPANY  INC,53216,Paul Masson Grande Amber Brandy VS,12,750,6.41,9.62,1,9.62,0.75,0.19
INV-41777000021,11/9/2021,4786,Casey's General Store #1706 / Winterset,1021 N 1st St,Winterset,50273,POINT (-94.013479 41.34362600000001),61,MADISON,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75212,Kinky Blue Mini,6,50,4.84,7.26,6,43.56,0.3,0.07
INV-34984000089,3/12/2021,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1031100,American Vodkas,402,Oz Spirits LLC,36447,Ingenioz,12,750,12.54,18.81,1,18.81,0.75,0.19
INV-39657600002,8/30/2021,5354,Kimmes Wall Lake,129 Center Street,Wall Lake,51466,POINT (-95.090639 42.271309),81,SAC,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,50,7.47,11.21,2,22.42,0.1,0.02
INV-42316900028,11/24/2021,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,,57,LINN,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,6,99,10.5,2.77
INV-37462300013,6/14/2021,5356,Casey's General Store # 3561/ Cedar Rapids,1532 Ellis Blvd NW,Cedar Rapids,52405,POINT (-91.682151 41.988646),57,LINN,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced,24,375,2.99,4.49,24,107.76,9,2.37
INV-35922600011,4/19/2021,5794,Casey's General Store #1922 / Walcott,780 N Main St,Walcott,52773,POINT (-90.774559 41.59208),82,SCOTT,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36873,Blue Ox Vodka,12,750,3.33,5,12,60,9,2.37
INV-36153900005,4/27/2021,5731,Hometown Foods,1010 East Mitchell Avenue,Waterloo,50702,POINT (-92.343118 42.476639),7,BLACK HAWK,1012400,Irish Whiskies,370,PERNOD RICARD USA,15627,Jameson,12,1000,19.48,29.22,12,350.64,12,3.17
INV-42295800015,11/23/2021,5504,Neighborhood Mart,2102 Lafayette St,Waterloo,50703,POINT (-92.313923 42.489893),7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,6,80.82,4.5,1.18
INV-39994900032,9/11/2021,3465,Hometown Foods / Panora,601 E Main,Panora,50216,POINT (-94.357201 41.69182),39,GUTHRIE,1012200,Scotch Whiskies,35,BACARDI USA INC,4866,Dewars White Label Scotch,12,750,13.5,20.25,4,81,3,0.79
INV-37958500001,6/30/2021,5876,'Da Booze Barn / West Bend,108 S Broadway,West Bend,50597,POINT (-73.982421 40.305231000000006),74,PALO ALTO,1011700,Corn Whiskies,469,DAVOS BRANDS LLC,27250,Balcones Baby Blue,6,750,20,30,6,180,4.5,1.18
INV-38036800005,7/2/2021,5858,Taylor Quik Pik - Shelby,12 East Street,Shelby,51570,POINT (-95.450954 41.506014),78,POTTAWATTA,1011100,Blended Whiskies,255,Infinium Spirits,87026,Skrewball Peanut Butter Whiskey,6,750,18.5,27.75,6,166.5,4.5,1.18
INV-34630000040,2/26/2021,5623,Easygo,2723 Grand Ave,Des Moines,50312,POINT (-93.654227 41.584417),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
INV-36242300009,4/30/2021,5332,Casey's General Store # 3507/ Grimes,951 SE Gateway Dr.,Grimes,50111,POINT (-93.77720600000002 41.681101),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38194,Titos Handmade Vodka Mini,5,50,12.8,19.2,4,76.8,0.2,0.05
INV-34678700021,3/2/2021,3540,Super Target T-0533 / Davenport,5225 Elmore Ave,Davenport,52807,POINT (-90.528585 41.573196),82,SCOTT,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,100413,Fireball Cinnamon Whiskey Party Bucket,1,50,51.6,77.4,3,232.2,0.15,0.03
INV-39350500097,8/19/2021,2517,Hy-Vee Food Store #1 / Newton,1501 First Avenue East,Newton,50208,POINT (-93.034296 41.69916),50,JASPER,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,8,105.04,0.4,0.1
INV-35581100017,4/6/2021,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-41739500019,11/8/2021,5873,West D Liquors,5014 EP True Pkwy,West Des Moines,50265,POINT (-93.772906 41.572094),77,POLK,1081400,American Schnapps,421,SAZERAC COMPANY  INC,81124,99 Peppermint Mini,10,50,5.16,7.74,2,15.48,0.1,0.02
INV-38024700073,7/2/2021,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1062100,Gold Rum,619,Campari America,43797,Appleton Estate Signature Blend,12,750,11,16.5,4,66,3,0.79
INV-37690500008,6/21/2021,6125,Gateway Mart / Clinton,1930 Roosevelt St,Clinton,52732,POINT (-90.180801 41.866271),23,CLINTON,1012400,Irish Whiskies,370,PERNOD RICARD USA,15779,Jameson Black Barrel,12,375,6.49,9.74,24,233.76,9,2.37
INV-36210500028,4/29/2021,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1032100,Imported Vodkas,420,MOET HENNESSY USA,64409,Belvedere Heritage 176,6,750,16.49,24.74,3,74.22,2.25,0.59
INV-32561300015,12/9/2020,4239,Fareway Stores #850 / Spirit Lake,1906 Keokuk,Spirit Lake,51360,POINT (-95.106219 43.42157),30,DICKINSON,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34456,Ketel One,12,750,11.33,17,3,51,2.25,0.59
INV-38476900005,7/20/2021,5359,Fareway Stores #168/ Peosta,8400 NICC Drive,Peosta,52068,,31,DUBUQUE,1041100,American Dry Gins,205,E & J Gallo Winery,31475,New Amsterdam Gin,12,750,8,12,3,36,2.25,0.59
INV-32912700056,12/22/2020,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1081300,American Cordials & Liqueur,434,LUXCO INC,79336,Paramount Creme de Menthe Green,12,750,5,7.5,6,45,4.5,1.18
INV-39508200014,8/24/2021,5856,Station Mart #1 - Evansdale,3594 Lafayette Road,Evansdale,50707,POINT (-92.287994 42.47724500000001),7,BLACK HAWK,1081400,American Schnapps,421,SAZERAC COMPANY  INC,84172,99 Bananas Mini,10,50,5.16,7.74,1,7.74,0.05,0.01
INV-42217400049,11/22/2021,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1062500,Flavored Rum,370,PERNOD RICARD USA,42687,Malibu Black,12,750,7.99,11.99,6,71.94,4.5,1.18
INV-41919100015,11/12/2021,4664,Casey's General Store #24 / Boone,1127 Story,Boone,50036,POINT (-93.88006800000001 42.067645),8,BOONE,1031100,American Vodkas,300,McCormick Distilling Co.,36901,McCormick 80prf Vodka Mini,6,50,4.7,7.05,6,42.3,0.3,0.07
INV-40596000025,10/1/2021,5361,Liquorland,624 Angular St.,Burlington,52601,POINT (-91.107638 40.802397),29,DES MOINES,1051100,American Brandies,205,E & J Gallo Winery,52590,E & J VS,48,100,1.24,1.86,48,89.28,4.8,1.26
INV-35402300076,3/29/2021,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,,82,SCOTT,1081400,American Schnapps,434,LUXCO INC,80580,Arrow Super Peppermint Schnapps,12,750,5,7.5,4,30,3,0.79
