Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
"Cheval Blanc","Am Kirchberg 1, Illschwang, 92278, Germany","Illschwang, Germany","€€€€","Classic Cuisine, Modern French",11.6842682,49.4480205,+499666188050,https://guide.michelin.com/en/bayern/illschwang/restaurant/cheval-blanc554556,https://www.weisses-ross.de/,"1 Star",0,"Air conditioning,Car park,Garden or park","Katharina and Christian Fleischmann are the seventh generation to run this family business. They have close ties to the region and its producers. Meat and sausages come from their own butchery; game, lamb and pigeons from producers they know well. Their classic cuisine is full of interesting flavours and displays a modern touch. Available as part of a set menu or à la carte, the cleverly pared-down dishes are very well thought out, and each is served in three variations. Soak up the atmosphere of this traditional gourmet restaurant in the small dining room done out in an elegant style. The warm and friendly lady of the house is also part of the charming and attentive front-of-house. Overnight guests can make the most of tastefully decorated rooms and a beautiful spa area."
Frieda,"Menckestraße 48, Leipzig, 04155, Germany","Leipzig, Germany","€€€€","Creative, Farm to table",12.3624098,51.3594485,+4934156108648,https://guide.michelin.com/en/sachsen/leipzig/restaurant/frieda,https://www.frieda-restaurant.de/,"1 Star",0,"Restaurant offering vegetarian menus,Terrace","Friendly, refreshing, unpretentious – it's undeniably good fun to eat here. In addition to the pleasantly uncomplicated bistro atmosphere and chic design, the cuisine proposed by this pair of restaurateurs goes down particularly well. Lisa Angermann and Andreas Reinke offer ingredient-led modern dishes in the form of a regularly changing set menu dubbed ""Frieda En Vogue"" – the vegetarian version ""Frieda Naturell"" is available upon reservation. In keeping with the restaurant's ecological ethos, when it comes to choosing ingredients, the focus is on the region and the changing seasons. The friendly and accomplished front-of-house team is headed up by the charming proprietor. There is also a lovely terrace and orangery."
"360°","Bahnhofsplatz 1a, Limburg an der Lahn, 65549, Germany","Limburg an der Lahn, Germany","€€€€","Modern Cuisine, International",8.0614395,50.3844391,+4964312113360,https://guide.michelin.com/en/hessen/limburg-an-der-lahn/restaurant/360%C2%B0,https://www.restaurant360grad.de/,"1 Star",0,"Air conditioning,Great view,Terrace","With a name like 360°, who isn't expecting a great view? The highlight of this sleek, modern restaurant on the third floor has got to be the roof terrace! But you can also enjoy the views over the city from the inside thanks to the large windows. Alternatively, you can watch Alexander Hohlwein and his team at work in the open kitchen as they prepare their creative ""Weltreise"" set menu in the evening. Heading up the front-of-house team is his partner, Rebekka Weickert, your cordial hostess who also offers expert advice on wine. For lunch there is a pared-down business lunch. Incidentally, they have a bee colony on the terrace and produce their own honey. Our tip: Park in the underground car park of the WERKStadt shopping centre."
Storchen,"Felix und Nabor Straße 2, Bad Krozingen, 79189, Germany","Bad Krozingen, Germany","€€€","Classic Cuisine, Farm to table",7.69288,47.89284,+4976335329,https://guide.michelin.com/en/baden-wurttemberg/bad-krozingen/restaurant/storchen,https://storchen-schmidhofen.de/,"1 Star",0,"Car park,Terrace","Run with great dedication by two generations of the same family, this traditional inn is a real gem. Offering a choice of two set menus – one of which is vegetarian – and a small à la carte selection, the father-and-son team ensures that every diner is catered for. Jochen Helfesrieder and his father Fritz stick to seasonal produce when choosing ingredients for their classic-based cuisine, which is based on select regional as well as international produce. Some of it comes from their own farm garden, but the menu also includes excellent fish from France. This picture-perfect traditional Baden inn dating from 1764 has tastefully decorated dining areas – opt for rustic charm with an old tiled stove and wooden panelling, or more modern decor. There is also a pretty garden terrace with a pond. Cosy and comfortable guestrooms."
"Ich weiß ein Haus am See","Paradiesweg 3, Krakow am See, 18292, Germany","Krakow am See, Germany","€€€€","Classic French",12.2986817,53.6686169,+493845723273,https://guide.michelin.com/en/mecklenburg-vorpommern/krakow-am-see/restaurant/ich-weiss-ein-haus-am-see,https://www.hausamsee.de/,"1 Star",0,"Car park,Credit cards not accepted,Garden or park,Great view,Interesting wine list","Somewhere between Berlin and Rostock, in the middle of nowhere, you will find this small hotel on a secluded lake. The location is idyllic – the name of the road, Paradiesweg, is apt. But it's not just a cosy place to spend the night: food-wise you'll also get your money's worth. Raik Zeigner, head chef since 2005, bowls diners over with classic cuisine, which has always had a solid reputation. For his four-course set menu, which changes every evening, select ingredients are used. Take, for example, the steamed char or the saddle of venison with chanterelles. In this elegant restaurant with its country-house flair, your cordial hosts Petra and Adi König work with palpable enthusiasm to create a welcoming atmosphere. The owner – virtually a walking wine encyclopaedia – unfailingly recommends the perfect pairings. The next generation is also already getting involved in the running of this delightful family business."
Rosin,"Hervester Straße 18, Dorsten, 46286, Germany","Dorsten, Germany","€€€€","Creative, Classic Cuisine",7.0132284,51.7191315,+4923694322,https://guide.michelin.com/en/nordrhein-westfalen/dorsten/restaurant/rosin,https://www.frankrosin.de/,"1 Star",0,"Air conditioning,Car park,Interesting wine list","TV chef Frank Rosin is a household name in Germany. He and Oliver Engelke – his chef and long-time brother-in-arms – form the well-established team behind this chic restaurant. They serve a classic and creative set menu with a choice of three to five courses, or more if desired (please order a vegetarian/vegan menu in writing 24 hours in advance). The service is second to none: headed up by maître d' Jochen Bauer and sommelier Susanne Spies, the front-of-house team guide you through the meal in a relaxed but professional manner. You may like to sample one of the wines from their own Rosin & Spies range."
taku,"Trankgasse 1, Cologne, 50667, Germany","Cologne, Germany","€€€€","Asian, Fusion",6.9564935,50.9418935,+492212701,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/taku,http://www.taku.de,"1 Star",0,"Air conditioning","A classic grand hotel like the Excelsior Ernst (dating from 1863) may not be the setting you would expect for a restaurant done out in a minimalist Asian style. But for all its classicism, the venerable establishment right next to the cathedral also has a chic, modern side, which taku fits into perfectly. The straightforward, elegant design is complemented by Mirko Gaul's contemporary and well-thought-out dishes. Successfully balancing spiciness, acidity and sweetness, he creates an aromatic fusion of East Asian cuisine and Western/international influences. Here and there, you will also find regional produce among the selected ingredients. The ""Degustation"" set menu is offered in five or seven courses. The wine recommendation by the glass is nice."
"Goldener Anker","Lippetor 4, Dorsten, 46282, Germany","Dorsten, Germany","€€€€","Modern Cuisine, Creative",6.9652459,51.6630641,+49236222553,https://guide.michelin.com/en/nordrhein-westfalen/dorsten/restaurant/goldener-anker,https://bjoern-freitag.de,"1 Star",0,"Car park,Terrace","The likeable TV chef Björn Freitag is a household name. In 1997, at the age of 23, he took over this long-established restaurant, breathing new life into the kitchen. In 2002 the place was awarded a MICHELIN star, which he and his team have held on to ever since. The setting is lovely, too: the decor is sophisticated and elegant, which is perfectly suited to the classically based cuisine with modern influences. The wonderful flavours of excellent produce are combined in an extremely harmonious way. The charming and accomplished front-of-house team will accompany you through the evening. There is also a cookery school in the same building."
"Sahila - The Restaurant","Kämmergasse 18, Cologne, 50676, Germany","Cologne, Germany","€€€€","International, Modern Cuisine",6.9527411,50.932944,+49221247238,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/sahila-the-restaurant,https://sahila-restaurant.de/,"1 Star",0,Terrace,"Having made a name for herself at Schloss Loersfeld, Julia Komp struck out on her own to set up Sahila. Inspired by her travels around the globe, this enthusiasticchef from the Bergisches Land region aims to share her culinary impressions by way of an internationally inspired set menu. She skilfully incorporates spices and produce from various countries into her sophisticated, handcrafted dishes. Peppered with Middle Eastern decorative features, the decor creates a stylish setting in which to enjoy the service provided by the highly competent and attentive front-of-house team."
mural,"Hotterstraße 12, Munich, 80331, Germany","Munich, Germany","€€€€","Creative, Modern Cuisine",11.5702579,48.1365989,+498923023186,https://guide.michelin.com/en/bayern/mnchen/restaurant/mural,https://muralrestaurant.de/,"1 Star",1,"Interesting wine list,Restaurant offering vegetarian menus,Terrace","What is it that makes the food here so special? Youthful energy and real talent! This restaurant is housed in MUCA, the Museum of Urban and Contemporary Art, which is the inspiration behind the design of the eponymous mural. The dedicated kitchen team delivers an imaginative set menu with four or five courses - with fish and meat or vegetarian. The produce is almost exclusively sourced from within Bavaria – the absolutely premium-quality trout, for example, is a real treat! Friendly and congenial service, with the chefs also occasionally getting in on the act. An appealingly straightforward take on wine – their wonderful selection includes some interesting natural wines. Tip: Lunch is available from Thurs. to Sat. and brunch on Sundays. The vinotheque is also open in the afternoons from Thursday to Sunday."
