Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
"Camers Schlossrestaurant","Schlossstraße 25, Hohenkammer, 85411, Germany","Hohenkammer, Germany","€€€€","Asian Influences, Classic French",11.5188582,48.4255402,+498137934443,https://guide.michelin.com/en/bayern/hohenkammer/restaurant/camers-schlossrestaurant,https://www.camers.de/,"1 Star",0,"Car park,Restaurant offering vegetarian menus,Terrace","Fine dining in stately surroundings! As befits an elegant castle, you first have to cross the moat and walk through the inner courtyard (home to what must be the finest terrace in Bavaria!), before entering the attractive minimalist-style restaurant room with a decorative white vault. Florian Vogel (previously of Kastell in Wernberg-Köblitz and Dallmayr in Munich) proposes modern cuisine that draws on classical, Mediterranean and Asian influences. The culinary concept could be described as a ""round-the-world trip that starts and ends in Bavaria"". Only top-notch ingredients are used, many of them sourced from the nearby Eichethof estate. You will be well looked after by the charming and professional service team, who are also on hand for interesting wine recommendations. The guestrooms in the adjoining hotel are done out in an appealingly clean design."
Jean,"Wilhelmstraße 13, Eltville am Rhein, 65343, Germany","Eltville am Rhein, Germany","€€€","Classic French, Mediterranean Cuisine",8.1215273,50.0273198,+4961239040,https://guide.michelin.com/en/hessen/eltville-am-rhein/restaurant/jean,https://www.hotel-frankenbach.de/,"1 Star",0,"Car park,Terrace","In addition to its hotel and café, the Frankenbach family also runs Jean in this former wine bar. After working in renowned establishments such as Ikarus in Salzburg, Johannes Frankenbach (the third generation of the family) has been at the helm here since 2012. Even the name ""Jean"" (a French equivalent of Johannes) is a nod to his love of France, which is as much a part of his ingredient-led, Mediterranean-influenced cuisine as is his knack for creating fine aromas and flavour contrasts. This is accompanied by judicious and fairly priced wine pairings. The setting is also charming: half-height wooden panelling, elegant table settings, old photos... while outside is the pretty plane tree courtyard. The lady of the house waits on diners in a pleasingly friendly and down-to-earth fashion."
Nagaya,"Klosterstraße 42, Düsseldorf, 40211, Germany","Düsseldorf, Germany","€€€€",Japanese,6.7863334,51.2253636,+492118639636,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/nagaya,https://www.nagaya.de/,"1 Star",0,"Air conditioning,Interesting wine list","Yoshizumi Nagaya's cuisine really is something special. In a thoughtful, bold and meticulous fashion, he fuses elements of Japanese and western cuisine. During his training in Osaka, Toshiro Kandagawa taught him traditional Japanese cookery, while he learned his innovative approach from Takada Hasho in Gifu. Drawing on both of these experiences, he has developed his own distinctive style. Excellent ingredients are a matter of honour for this chef, from the Wagyu beef to sushi and sashimi. As well as fine wines, there is a splendid selection of sake. Furthermore, the front-of-house team is attentive and professional, and the decor is very modern, stylish and upscale."
Verbene,"Brunnenhof Königspfalz, Koblenz, 56068, Germany","Koblenz, Germany","€€€€","Modern Cuisine, Farm to table",7.5967303,50.3613819,+4926110046221,https://guide.michelin.com/en/rheinland-pfalz/koblenz/restaurant/verbene,https://www.restaurant-verbene.de/,"1 Star",0,"Restaurant offering vegetarian menus,Terrace","Serving modern seasonal cuisine, this pretty little restaurant in the heart of the old town is a really interesting culinary gem. The ingredients are sourced as locally as possible – the restaurant even has its own producers. For example, they have a farmer grow vegetables specifically for them. A set menu comprising four to eight courses is proposed – a vegetarian version is also available. Friendly service. The charming Brunnenhof is a lovely secluded courtyard where you can dine away from the hustle and bustle of the city."
bi:braud,"Büchsengasse 20, Ulm, 89073, Germany","Ulm, Germany","€€€","Contemporary, Farm to table",9.9924975,48.4005362,+497311537512,https://guide.michelin.com/en/baden-wurttemberg/ulm/restaurant/bi-braud,https://bebrout.com/,"1 Star",0,Terrace,"Somewhat tucked away in the old town, not far from Ulm Cathedral, this pleasantly down-to-earth little restaurant is full of charm. The atmosphere in the dining area is inviting and lively, and the waitstaff are friendly. You might even catch a glimpse into the kitchen behind the bar. Here, Alina Meissner-Bebrout and her committed young team prepare an intriguing modern set menu comprising five courses (available in a shortened version). A vegetarian version is also available. The dishes are meticulously crafted without being extravagant or cluttered. Everything is simply really well done. The rather unusual desserts certainly deserve a mention – these include a combination of hot-and-sour marinated radicchio, an aromatic elderberry gel, verjus and a popped amaranth crunch. Edda Brasserie is just a few minutes' walk away."
haebel,"Paul-Roosen-Straße 31, Hamburg, 22767, Germany","Hamburg, Germany","€€€€","Modern Cuisine, Seasonal Cuisine",9.9574392,53.5532432,+4915786864585,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/haebel,https://www.haebel.hamburg/,"1 Star",1,"","Located in the lively St. Pauli neighbourhood, this small restaurant boasts a charming yet stylish bistro atmosphere and an open kitchen. An appealing carte blanche concept is proposed in the form of two set menus: ""Fauna"" (omnivore) and ""Flora"" (vegetarian). Eschewing unnecessary frills and showmanship, this cuisine is modern and pleasingly pared down to the essentials. Some of the culinary creations are rather daring, featuring bold flavours. The service comes courtesy of a friendly front-of-house team, who are informal and familiar in their approach – the chefs get in on the act when it comes to serving the dishes. And there's freshly brewed coffee to round off your meal."
astrein,"Krefelder Straße 37, Cologne, 50670, Germany","Cologne, Germany","€€€€","Modern Cuisine",6.9520487,50.9513625,+4922195623990,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/astrein,https://www.astrein-restaurant.de/,"1 Star",0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus","After working in Cologne's Himmel und Äd and Résidence in Essen, Eric Werner has been a great addition to the fine dining scene in this cathedral city since he opened his own small restaurant here in August 2019. Prepared in a semi-open kitchen, the cooking is modern and creative. The set menus ""Schunkele"" and ""Bützchen"" (vegetarian) harmoniously bring strong flavours and lovely spiciness to the plate. Those who do not wish to commit to a set menu can also go à la carte. The atmosphere is also just right: it is relaxed and easy-going here, and the service is competent, friendly and unpretentious. They are committed to advising you on wine – from their very well-stocked wine list. The pairings by the glass are spot on. A non-alcoholic alternative is also offered."
"MAIN TOWER Restaurant & Lounge","Neue Mainzer Straße 52, Frankfurt on the Main, 60311, Germany","Frankfurt on the Main, Germany","€€€€","Asian Influences, Modern Cuisine",8.6717395,50.1124398,+496936504777,https://guide.michelin.com/en/hessen/frankfurt-am-main/restaurant/main-tower-restaurant-lounge-1198316,https://www.maintower-restaurant.de/,"1 Star",0,"Air conditioning,Great view","A great location in the heart of Frankfurt. Take the lift up to the 53rd floor and bag a table by the window to experience a view you don't often get to enjoy – the panorama over the rooftops of ""Mainhatten"" is downright spectacular! The cuisine is equally impressive. A modern set menu comprising five to seven expressive courses is on offer. The clear Asian, mainly Japanese influences can be seen, for example, in ""Ikejime Hamachi, Gamba Blanca, Wasabi, 20 year old matured Mirin"". First-class product quality. You can sip an aperitif in the lounge before dinner (from 9pm you are also welcome just for drinks). A reservation gets you a free ticket for the lift and also grants you access to the observation deck."
Troyka,"Rurstraße 19, Erkelenz, 41812, Germany","Erkelenz, Germany","€€€€","Modern Cuisine, Russian",6.3320766,51.0588999,+4924319455355,https://guide.michelin.com/en/nordrhein-westfalen/erkelenz/restaurant/troyka,https://www.troyka.de/start,"1 Star",0,"Air conditioning,Car park,Interesting wine list,Terrace","Having moved from Heinsberg into this sleek and sustainable new building, the chef duo Alexander Wulf and Marcel Kokot present a set menu of very modern dishes replete with Russian influences. You are looked after by a competent, pleasantly relaxed and charming young team led by sommelier Ronny Schreiber – a real wine connoisseur, he surprises diners with interesting, not always conventional wine recommendations. In summer, the chic, pared-back restaurant is complemented by a beautiful terrace. By the way, the Russian name ""Troyka"" means ""trio"" and refers to the well-versed trio who run this establishment."
5,"Bolzstraße 8, Stuttgart, 70173, Germany","Stuttgart, Germany","€€€","Modern Cuisine",9.1780757,48.7800231,+4971165557011,https://guide.michelin.com/en/baden-wurttemberg/stuttgart/restaurant/5,https://www.5.fo/,"1 Star",0,"Air conditioning,Restaurant offering vegetarian menus","Even after all these years, 5 is still bang on trend. This is primarily down to Alexander Dinter's modern cuisine. Since 2018, he has been the creative force at the helm, successfully incorporating his own original ideas into his seasonally inspired set menu. The location near the Schlossgarten, in what was Stuttgart's first ever railway station, is also unique. A laid-back urban vibe combined with an elegant lounge decor makes for a special atmosphere, which persists as you move from the stylish bar on the ground floor to the ""casual fine dining"" restaurant on the first floor. Here, guests sit on chic, individually designed chairs at bare tables to enjoy the excellent food and service, which includes expert wine recommendations. The parking garages in the immediate vicinity are convenient for those coming by car. Reservation times in the evening in the gourmet restaurant: 17:45, 18:30 and 19:15. For lunch there is an extract from the evening menu."
"BjörnsOx","Bahnhofstraße 2, Dermbach, 36466, Germany","Dermbach, Germany","€€€€","Creative, Farm to table",10.1198493,50.7161353,+4936964869230,https://guide.michelin.com/en/thuringen/dermbach/restaurant/bjornsox,https://www.rhoener-botschaft.de,"1 Star",1,"Car park,Wheelchair access","Björn Leist proposes a single-menu concept that expresses his affinity with his homeland of the Rhön Mountains. Using first-rate ingredients from the region, he concocts a creative set menu comprising eight courses. It is divided into four themed sections: ""LeistStyle"", ""Homeland"", ""Rhön"" and ""Tradition"". ""Rhön"", for example, features a deluxe version of the humble Thuringian dumpling, which is served with a sauce and elevated with the addition of truffle. Fans of high-quality meat will be pleased to know that the restaurant proudly serves meat from its own pasture-raised oxen. This is a dining experience worth allowing plenty of time for! The wine list is principally devoted to German vintners. Diners are seated in a quaint little dining space; the wood panelling and timberwork lend it a wonderfully cosy atmosphere, along with the banquette seating on all sides and snug recesses. Next door, the SaxenHof hotel proposes cheerful modern guestrooms; WohnZimmer serves alternative culinary options."
"Mod by Sven Nöthel","Grafschafter Straße 197a, Duisburg, 47199, Germany","Duisburg, Germany","€€€€","Modern Cuisine, Seasonal Cuisine",6.6674968,51.4770801,+4917623557864,https://guide.michelin.com/en/nordrhein-westfalen/duisburg/restaurant/mod-by-sven-nothel,https://www.mod-dining.com/,"1 Star",0,"Car park,Restaurant offering vegetarian menus,Terrace,Wheelchair access","What a gorgeous spot! Sven Nöthel has opened his elegant restaurant in a lovingly converted stable surrounded by lots of greenery. The sleek modern design is just as eye-catching as the open kitchen, which gives you the feeling of being part of the action. Should you prefer to sit somewhere a little quieter, ask for a table in the Wine Room. The set menus – ""Beete & Bauer"" (beet & farmer) and vegetarian ""Acker & Saat"" (field & seed) – or à la carte dishes are served on pottery plates from Wesel. The modern, seasonal cuisine is based on select ingredients, sourced from the region wherever possible. Diners can look forward to convivial service – even the chefs get in on the act and talk you through the dishes. Pretty terrace, too."
"Mountain Hub Gourmet","Terminalstraße Mitte 20, Munich, 85356, Germany","Munich, Germany","€€€€","Modern Cuisine, Creative",11.7886069,48.3552067,+498997824500,https://guide.michelin.com/en/bayern/mnchen/restaurant/mountain-hub-gourmet,https://mountainhub.de/,"1 Star",0,"Air conditioning,Wheelchair access","The fine dining restaurant of the Hilton Munich Airport hotel, located directly at the airport, draws the eye with its semi-circular layout and chic modern design. Diners take their seats at generously spaced and beautifully set tables to enjoy friendly, attentive and professional service and the modern cuisine of Marcel Tauschek and his team. Pared-down yet robustly flavoured dishes that make good use of high-quality produce, eg pigeon with chanterelles and quince or venison with potato and parsley, showcase original ideas but also draw on classical foundations – the wonderful sauces must be given a mention here! The excellent wine list also has a good selection of wines by the glass."
"Gourmetrestaurant ""fine dining RS""","Burg Staufeneck 1, Salach, 73084, Germany","Salach, Germany","€€€€","French Contemporary, Modern Cuisine",9.7666002,48.6917367,+4971629334473,https://guide.michelin.com/en/baden-wurttemberg/salach/restaurant/gourmetrestaurant-fine-dining-rs,https://www.burg-staufeneck.de/de/,"1 Star",0,"Car park,Great view,Interesting wine list,Restaurant offering vegetarian menus","The secluded, quiet location up here at Staufeneck Castle is wonderful, as is the view of the Fils valley. Head to Burghotel's fine dining restaurant to drink it all in via the large panoramic windows – in fine weather you can even see Stuttgart airport and the TV Tower! Guests take their seats in tasteful and elegantly minimalist surroundings to enjoy professional and charming service courtesy of the Swabian-speaking front-of-house team – yes, this is an authentic regional experience!  Rolf Straubinger and his long-time chef de cuisine Markus Waibel impress diners with a modern set menu - really elaborate dishes that are agreeably light and subtle and full of interesting flavour contrasts. Alternatively, try out oifach andersch, which proposes traditional Swabian cuisine that also draws on international influences."
Laurentius,"Marktplatz 5, Weikersheim, 97990, Germany","Weikersheim, Germany","€€€€","Classic Cuisine, Traditional Cuisine",9.8977926,49.4804625,+49793491080,https://guide.michelin.com/en/baden-wurttemberg/weikersheim/restaurant/laurentius,https://hotel-laurentius.de/,"1 Star",0,"Air conditioning,Car park","The Koch family business has virtually all of your needs covered, with its lovely accommodation on Marktplatz, terrific food and ever-obliging service. Proprietors Sabine and Jürgen Koch blend culinary classics and tradition with a modern twist, all while prioritising the use of carefully selected, fresh ingredients. They deliberately avoid frills, focusing instead on expression and flavour. Dishes such as the shoulder of bœuf de Hohenlohe confit reflect a connection to the region. However, there are also more cosmopolitan creations to choose from, such as wild prawn tartare with shellfish stock, coconut and tandoori. A four- to six-course tasting menu is available, with the option to order à la carte as well. To complement your meal, there are wines from the Tauber Valley, Franconia and Baden-Württemberg, but also from France and Italy. The setting is also captivating: a distinctive natural stone barrel vault blends seamlessly with modern elegant interior design. Tip: Head to Hohenloher Märktle and stock up on some quality ingredients to take home with you."
Zeitwerk,"Breite Straße 53a, Wernigerode, 38855, Germany","Wernigerode, Germany","€€€€","Creative, Modern Cuisine",10.7890914,51.8353677,+4939436947884,https://guide.michelin.com/en/sachsen-anhalt/wernigerode/restaurant/zeitwerk,https://robin-pietsch.de/zeitwerk/,"1 Star",0,"Air conditioning,Terrace","""Welcome to the living room restaurant"" are the words that greet you when you first look at your menu, and that pretty much sums up the pleasantly relaxed atmosphere in this establishment, whose upscale interior is modern and stylish with light wood furnishings. Service of the set menu begins at 7.15pm for all guests and the courses are served in sync. You should allow plenty of time for this dinner, but an entertaining evening is assured, with the numerous intriguing small dishes emerging from the open kitchen at a good pace, as well as the competent and charming service team led by Florian Raake (who also provides excellent wine recommendations with tips such as Daniel Mattern's Hop & Grape). This place is somewhat tucked away in a courtyard, where owner Robin Pietsch also has his second restaurant, Pietsch."
"Schwarzer Hahn","Am Marktplatz 1, Deidesheim, 67146, Germany","Deidesheim, Germany","€€€€","Modern French, Seasonal Cuisine",8.1874237,49.4082094,+49632696870,https://guide.michelin.com/en/rheinland-pfalz/deidesheim/restaurant/schwarzer-hahn,https://www.deidesheimerhof.de/de/home,"1 Star",0,"Air conditioning,Car park,Interesting wine list,Terrace","Here at Hotel Deidesheimer Hof, the dedication of the Hahn family is plain to see, including when it comes to the restaurant. In this beautiful historical building, the contrast between the old cross vault and the modern table settings and colourful decor is spot on. Prepared using select produce, the dishes can be ordered as a set menu or à la carte. It goes without saying that they have the regional classic Saumagen (stuffed pig's stomach) on the menu. Stefan Neugebauer and Felix Jarzina are the faces behind the excellent cuisine. The friendly and experienced front-of-house team will be happy to talk you through the regional wines, which are available on tap."
"Friedrich Franz","Prof.-Dr.-Vogel-Straße 6, Bad Doberan, 18209, Germany","Bad Doberan, Germany","€€€€","Modern Cuisine",11.8423091,54.1437795,+49382037400,https://guide.michelin.com/en/mecklenburg-vorpommern/bad-doberan/restaurant/friedrich-franz,https://www.grandhotel-heiligendamm.de/,"1 Star",0,"Air conditioning,Car park,Interesting wine list,Wheelchair access","This wonderfully luxurious and elegant gourmet restaurant is situated in the exclusive Grand Hotel Heiligendamm in a wonderful location by the Baltic Sea – also known as the ""white city by the sea"". The sense of opulence extends to the cuisine, which comes courtesy of head chef Ronny Siewert, who hails from Nienburg (Saale). He and his kitchen team turn out delicately flavoured and elaborately detailed dishes that draw on only the most exclusive produce. The front-of-house team, led by Berlin-born Norman Rex, also knows how to impress: guests can look forward to attentive and elegant service, as well as expert advice when it comes to wine. Try to get a table by the window for a view of the sea!"
Spitzner,"Königsstraße 42, Münster, 48143, Germany","Münster, Germany","€€€","Modern French",7.6260295,51.9581485,+4925141441550,https://guide.michelin.com/en/nordrhein-westfalen/munster/restaurant/spitzner,https://spitzner-restaurant.de/,"1 Star",0,Terrace,"This tastefully designed restaurant in the historical Oerschen Hof in the city centre serves seasonal cuisine with French influences. Fans of classics such as hare à la royale or pâté en croûte will be happy to know that specialities like these are always on the menu. Traditional dishes are skilfully brought up to date here. The highly competent, laid-back front-of-house team, led by maître d' and sommelier Sebastian Uppena, will advise you with aplomb. Chef Karl-Nikolas Spitzner also gets involved in serving from time to time."
"Werneckhof Sigi Schelling","Werneckstraße 11, Munich, 80802, Germany","Munich, Germany","€€€€","French Contemporary",11.5884325,48.1592227,+4989244189190,https://guide.michelin.com/en/bayern/mnchen/restaurant/werneckhof-sigi-schelling,https://werneckhof-schelling.de,"1 Star",0,"Air conditioning","Since the summer of 2021, when Sigi Schelling struck out on her own at the time-honoured Werneckhof near the English Garden, she has remained true to her own culinary concept. She offers modernised and updated versions of classic dishes such as perfectly roasted, butter-tender loin and aromatic sweetbreads from first-class Poltinger lamb, served with fine parsley puree and tomato polenta with a light fruity note. Her pared-down approach is a clear nod to the 14 years she spent working under Hans Haas at Tantris. The ""Business Lunch"" comprises three or four courses, while in the evening a more sophisticated five-course set menu is served. Dark wood panelling and mouldings retain the character of yesteryear, while elegant armchairs, striking chandeliers and artworks make for a touch of modern elegance. An appealing setting in which to enjoy attentive and highly competent service including expert wine recommendations. The atmosphere is pleasantly lively and casual."
"Kulmeck by Tom Wickboldt","Kulmstraße 17, Heringsdorf, 17424, Germany","Heringsdorf, Germany","€€€€","Modern Cuisine, Creative",14.1608992,53.9598339,+4938378488040,https://guide.michelin.com/en/mecklenburg-vorpommern/heringsdorf/restaurant/kulmeck-by-tom-wickboldt,https://www.kulmeck.de/,"1 Star",0,"","Eating here is lots of fun! The cosy modern decor, the rock and pop classics from the 70s playing in the background and, last but not least, the friendly service all play their part in creating a pleasingly laid-back atmosphere. The other major draw is Tom Wickboldt's cuisine. He proposes a seven-course set menu (two further courses can be added or swapped in) that impresses with its clearly structured and coherent dishes, as well as the quality of the ingredients. A shining example is the elegant and super-fresh langoustine tartare. The bread, butter and oil may cost extra, but the home-made sourdough bread is so delicious that it's worth it. The selection of wines is reasonably priced."
"Winzerhof Stahl","Lange Dorfstr. 21, Simmershofen, 97215, Germany","Simmershofen, Germany","€€€€","Modern Cuisine, Seasonal Cuisine",10.1045465,49.5232152,+49984896896,https://guide.michelin.com/en/bayern/simmershofen_1306812/restaurant/winzerhof-stahl,https://www.winzerhof-stahl.de/,"1 Star",0,"Car park","Both foodies and oenophiles are in for a real treat at Winzerhof Stahl, which proposes a modern cuisine in the form of a surprise menu comprising nine courses, harmoniously paired with wines from the restaurant's own estate. The small dining space features a charming blend of minimalist interior design and elements retained from the original building such as exposed wooden beams and stone walls. The atmosphere is pleasantly intimate, which is down in no small part to owner Christian Stahl, who personally attends to his diners – his passion for cooking and wine is palpable! He and his experienced kitchen team, which he and Mirko Schweiger head up, serve the food themselves."
"Erno's Bistro","Liebigstraße 15, Frankfurt on the Main, 60323, Germany","Frankfurt on the Main, Germany","€€€€","Classic French, Modern Cuisine",8.6659109,50.1190432,+4969721997,https://guide.michelin.com/en/hessen/frankfurt-am-main/restaurant/erno-s-bistro,https://ernosbistro.de/,"1 Star",0,"Interesting wine list,Terrace","Savoir-vivre in Frankfurt! Valéry Mathis's modern and seasonally influenced French cuisine has been held in high esteem for many years. Flavoursome and expertly prepared dishes are served in a charming bistro atmosphere, which is enhanced by the authentic interior with wood panelling and decorative details. Friendly and down-to-earth yet highly competent service courtesy of the team led by owner Eric Huber. You can also look forward to savvy wine recommendations – the emphasis here is on French labels. There is also a delightful terrace. It is no accident that this place is so popular!"
Hannappel,"Dahlhauser Straße 173, Essen, 45279, Germany","Essen, Germany","€€€€","Modern Cuisine, Seasonal Cuisine",7.1050518,51.4370622,+49201534506,https://guide.michelin.com/en/nordrhein-westfalen/essen/restaurant/hannappel,https://www.restaurant-hannappel.de/,"1 Star",0,"Air conditioning,Restaurant offering vegetarian menus","Knut and Ulrike Hannappel have been your dedicated hosts here since 1993 and they have been keeping up with the times: tasteful minimalist interior design and modern cuisine. A seasonal menu comprising four or six courses is served – a vegetarian version is also available. Showcasing the finest ingredients and impeccable craftsmanship, the team led by Knut Hannappel and head chef Tobias Weyers creates pleasingly clearly presented dishes featuring subtle contrasts, such as the aromatic crispy barbecued asparagus, perfectly paired with thinly sliced melt-in-your-mouth white bacon and an intense green cucumber sauce. ""Casual fine dining"" sums it up perfectly. Rounding it all off is the attentive and professional front-of-house team, whose relaxed attitude adds to the pleasingly informal atmosphere."
"Alte Schule - Klassenzimmer","Zur Alten Schule 5, Feldberger Seenlandschaft, 17258, Germany","Feldberger Seenlandschaft, Germany","€€€€","Modern Cuisine, Country cooking",13.5035697,53.3363536,+493983122023,https://guide.michelin.com/en/mecklenburg-vorpommern/feldberger-seenlandschaft/restaurant/alte-schule-klassenzimmer,https://www.hotelalteschule.de/,"1 Star",1,"Car park,Restaurant offering vegetarian menus,Terrace","Now this is a school you'll be happy to go to! In an idyllic setting, Daniel Schmidthaler serves up an exciting and modern surprise menu comprising five or seven courses in the ""Klassenzimmer"" where pupils once studied. The menu changes daily thanks to a constant supply of ever-changing ingredients, freshly sourced directly from the region. Wonderful vegetables and herbs, nuts and fruits, as well as fish or meat, go into complex dishes that are rich in flavour and with a harmonious balance of acidity. The chef's Austrian heritage also shines through from time to time – the apricot buns to go with the coffee are terrific! The decor is simple and stylish, with charming features such as an old tiled stove, parquet flooring and tall mullioned windows. Should you wish to stay the night, there are also bright and comfortable guestrooms. Hotel guests take their meals in the beautiful setting of the conservatory."
"Alt Wyk","Große Straße 4, Wyk, 25938, Germany","Wyk, Germany","€€€€","Classic Cuisine",8.5709235,54.690147,+4946813212,https://guide.michelin.com/en/schleswig-holstein/wyk/restaurant/alt-wyk,https://www.alt-wyk.de/,"1 Star",0,"","If you would like to enjoy excellent food in a really feel-good setting, then make for this restaurant in a well-maintained brick building located in the pedestrian zone. The tasteful dining rooms are done out in an exceedingly cosy and elegant style that exudes plenty of Friesian charm. Chef René Dittrich is the man behind the sophisticated cuisine. He takes a classical approach to cooking and his dishes never fail to impress with their technical skill and beautiful flavours. Your hostess is Daniela Dittrich, who is in charge of the well-trained and attentive front-of-house team, who work together seamlessly to cater to diners' every need. Should you wish to savour this delightful spot near the sea a little longer, be sure to book one of the two really pretty holiday apartments."
"Seven Swans","Mainkai 4, Frankfurt on the Main, 60311, Germany","Frankfurt on the Main, Germany","€€€€","Vegan, Creative",8.6871455,50.1096762,+496921996226,https://guide.michelin.com/en/hessen/frankfurt-am-main/restaurant/seven-swans,https://www.sevenswans.de/,"1 Star",1,"Air conditioning","The location is out of the ordinary, as is the philosophy behind the cuisine! This restaurant is housed in the city's narrowest building, which is nevertheless seven storeys high. The stylish and sleek interior boasts fantastic views of the River Main through large floor-to-ceiling windows. On the menu: 100% vegan cuisine made from organic produce. Permaculture is the name of the game here, meaning only those regional ingredients that have been produced ecologically and in harmony with nature are used in the dishes. In keeping with this ideology, many of them come from the restaurant's own local farm. Head chef Ricky Saward has a knack for interesting and creative flavour combinations that may seem rather unusual at first glance but actually come together beautifully. Diners are waited on by the chefs themselves. Good to know: It's not easy to get a table here, so book far in advance!"
"Yoshi by Nagaya","Kreuzstraße 17, Düsseldorf, 40213, Germany","Düsseldorf, Germany","€€€€","Japanese, Sushi",6.785749,51.2243136,+4921186043060,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/yoshi-by-nagaya,https://yoshibynagaya.wixsite.com/nagayaduesseldorf,"1 Star",0,"Air conditioning,Notable sake list","Yoshizumi Nagaya's Michelin-starred cuisine can now be sampled in two different locations in Düsseldorf. Not far from the original restaurant, also located in ""Little Tokyo"", Yoshi opened in October 2016. The food is classically Japanese with subtle European influences here and there. In the evening, the omakase set menu wins over diners with its absolutely ingredient-led and exceedingly precise preparation. It is accompanied by a large selection of sakes. In a way, the minimalist interior design is a reflection of the pared-down style of the dishes. On Fridays and Saturdays, Yoshi is also open for lunch, serving a four- or six-course set menu. Lots of the diners are Japanese – which speaks for itself! Tip for motorists: Use the multi-storey carpark at Kreuzstraße 27."
Genuss-Atelier,"Bautzner Straße 149, Dresden, 01099, Germany","Dresden, Germany","€€€","Modern Cuisine, Creative",13.7761321,51.0676539,+4935125028337,https://guide.michelin.com/en/sachsen/dresden/restaurant/genuss-atelier,https://www.genuss-atelier.net/,"1 Star",0,"Interesting wine list,Terrace","Fourteen steps lead you down to this friendly, cosy cellar restaurant in a beautiful old villa in Neustadt, where sandstone walls and brick vaults make for a special setting. In a wonderfully informal atmosphere, brother-and-sister team Marcus and Nicole Blonkowski serve interesting, modern and creative cuisine prepared using top-quality produce – and the value for money is hard to beat! There is a nicely curated à la carte selection, but you can also opt to give the kitchen team free rein to put together a surprise menu for you. The wine list features labels from eastern Germany exclusively, and they have made a point of including some lesser-known ones. This place also boasts a delightful terrace."
"die burg","Burgring 6, Donaueschingen, 78166, Germany","Donaueschingen, Germany","€€","Farm to table, Country cooking",8.5524568,47.9813093,+4977117510050,https://guide.michelin.com/en/baden-wurttemberg/donaueschingen/restaurant/die-burg,https://www.burg-aasen.de/,"1 Star",0,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","The Grom brothers run their restaurant in the centre of this small town. Your host and sommelier, Niklas, provides excellent service along with astute recommendations from the impressive wine list. Meanwhile, Jason presides in the kitchen, cooking up ambitious modern dishes. Diners can opt for the ""burg"" set menu, the vegetarian alternative (""gartenliebe"") or à la carte dishes from the selection of classics. The decor is characterised by high-quality furnishings and chic, minimalist design. In the evenings, Weinba(a)r serves bar food and burgers. The hotel of the same name has modern, functional guestrooms."
"Schiller's Manufaktur","Mayenerstraße 126, Koblenz, 56070, Germany","Koblenz, Germany","€€€€","Classic Cuisine, Mediterranean Cuisine",7.5814339,50.3693993,+49261963530,https://guide.michelin.com/en/rheinland-pfalz/koblenz/restaurant/schiller-s-restaurant,https://www.hotel-stein.de,"1 Star",0,"Car park,Restaurant offering vegetarian menus,Terrace","Culinary excellence is guaranteed at Hotel Stein, thanks to chef-patron Mike Schiller and his intriguing four- to six-course set menu, in which he skilfully combines Mediterranean and Asian influences. Flavoursome and robust, the stocks and sauces are particularly noteworthy, with the vegetable broth being a standout. Also worth mentioning is the superb quality of the ingredients. A vegetarian version of the set menu and the surprise menu can be ordered (24hr) in advance. Out on the restaurant floor, the friendly maître d', Melanie Stein-Schiller, is in charge of service. The bright conservatory and the charming garden terrace are both delightful spots in which to dine. Top tip: Head to the shop for home-made delicacies to take away."
"Le Moissonnier Bistro","Krefelder Straße 25, Cologne, 50670, Germany","Cologne, Germany","€€€","French, Seafood",6.952216,50.9510495,+49221729479,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/le-moissonnier,https://lemoissonnier.de/,"1 Star",0,"Air conditioning,Counter dining","The ""new"" Le Moissonnier has what it takes to become your favourite restaurant: excellent food and bags of charm! In a lovely, bustling interior replete with charming Art Nouveau features, diners are seated at closely spaced tables. Obliging hosts Liliane and Vincent Moissonnier and their friendly team take good care of their guests. Chef Eric Menchon proposes a range of small and larger dishes, including great French bistro classics such as pâté en croûte, fish soup, oysters and mussels. Opt for one of their excellent wines to accompany your meal. A plat du jour is also offered – be sure to book your table in advance! Dining alone at the counter, you can also watch the action unfold behind the scenes."
